title,company,link,description,location,date_added,job_type,salary,apply_text,status,date_posted
"Data Engineer (EHR- HL7- FHIR)- Fully Remote- Contract 2 Perm - ONLY Citizen or Perm Residence in Seattle, WA",Elite Technical,https://www.dice.com/job-detail/c411a384-7edb-4b2f-b1bf-0ca80b07d7fd,"Data Engineer (EHR- HL7- FHIR) Elite Technical is seeking a Data Engineer! The selected candidate will build and maintain a dbt-driven clinical data mart that ingests raw EHR feeds and delivers clean, conformed models-enabling seamless joins with HR systems, public datasets, and more. Key Responsibilities: ** dbt Pipelines: Develop staging, intermediate, and semantic layers following dbt best practices (testing, docs, CI/CD). ** EHR Transformation: Normalize HL7/FHIR or proprietary schemas into",Remote,2025-05-18 00:00:00,Contract,$60 - $65,Easy Apply,Applied,3d ago
Generative AI Architect (Need Only on W2),Noblesoft Solutions Inc.,https://www.dice.com/job-detail/2bd25f22-b92d-4272-a4bc-9c22a9d73f36,"This is a 100% Remote opportunity and need candidates ONLY on W2 Must Haves Experience with natural language processing, computer vision, or other AI disciplines relevant to generative AI.Knowledge of containerization technologies such as Docker and orchestration tools like Kubernetes.Experience with database technologies such as SQL and NoSQL databases.Understanding of CI/CD pipelines and tools.Job Description o Bachelor s or Master s degree in Computer Science, Engineering, or a related field.",Remote,2025-05-22 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
"Senior Data Scientist with LLM Expertise (Bilingual, English & Spanish)","R Systems, Inc.",https://www.dice.com/job-detail/d54b781e-0099-41d3-9755-7a99b43f9199,"Position: Senior Data Scientist Bilingual (English & Spanish) with LLM Expertise Location: Denver, CO Duration: Long Term About R Systems: R Systems is a leading digital product engineering company that designs and develops chip-to-cloud software products, platforms, and digital experiences that empower its clients to achieve higher revenues and operational efficiency. Our product mindset and engineering capabilities in Cloud, Data, AI, and CX enable us to serve key players in the high-tech","Denver, Colorado",2025-05-16 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Today
Python Developer,HeartCentrix Solutions,https://www.dice.com/job-detail/9cb617b2-9661-49ba-8f5d-e2b88da26b86,"Responsibilities: Collaborate with business analysts, project managers, technical leads, architects, and internal stakeholders to gather requirements and implement solutions. Maintain and enhance enterprise services, applications, and platforms using domain-driven design and test-driven development. Troubleshoot and resolve complex technical issues and implement sustainable solutions. Create detailed project specifications, requirements, and accurate effort estimates. Research and implement new","Hybrid in Fort Worth, Texas",2025-05-18 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,2d ago
Java + AI Engineer,"EITAcies, Inc.",https://www.dice.com/job-detail/9502b4d5-cd7a-4b80-addb-46652ff17b9e,"Additional Comments: We are looking for a Java Engineer with AI/ML skills with below responsibilities. - Guide and support a team in architecting, designing, and implementing packaged and custom solutions at Apple. - Oversee and participate in planning, developing, designing, testing, and implementing software across various software languages, platforms, and environments. - Write complex Java code utilizing the latest frameworks, ensuring best practices and high-quality standards - Outline ste","Austin, Texas",2025-05-16,"Full-time, Part-time, Third Party, Contract",USD 60-65,Easy Apply,Applied,Today
AI/ML Engineer,Ledgent Technology,https://www.dice.com/job-detail/20fc5ef7-f9c7-49b5-a38f-f222c667d74c,"AI/ML Engineer - Remote As an AI/ML Engineer, you will play a crucial role designing, building, and deploying machine learning models and AI-powered systems that help drive better decision-making across our platform. As a key strategic investment for the company and product, you will be working on highly impactful and visible outcomes similar to the AI Assistant we recently released. You will work closely with a multidisciplinary, agile team to identify key problems, design AI/ML solutions, pr",Remote,2025-05-16,Contract,$80.00 - $90.00 per hour,Easy Apply,Applied,Today
MLOps Engineer,iCUBE Solutions,https://www.dice.com/job-detail/a992cbba-134f-46e4-ab31-b0f826ba96fc,"Job Title: ML Ops EngineerLocation: Pheonix, AZ (Day one onsite) Job Description: Job Summary: We are seeking a highly skilled and motivated MLOps Engineer to join our growing data science and machine learning team. The MLOps Engineer will be responsible for designing, implementing, and maintaining robust and scalable machine learning infrastructure, pipelines, and workflows. This role requires a deep understanding of data management, software development best practices, cloud computing, and th","Phoenix, Arizona",2025-05-21 00:00:00,Contract,$50 - $60,Easy Apply,Applied,Today
GenAI/LLM Engineer,VentureSoft Global,https://www.dice.com/job-detail/71005b7c-da76-4147-9bd6-cf03fc561807,"GenAI/LLM Engineer Location: Remote/candidate should be in the PST time zone Top Skills Needed: PyTorch/TensorFlow, LoRA/QLoRA fine-tuning, Prompt engineering, Model compression (quantization/pruning), Retrieval-augmented generation (RAG), Hugging Face Transformers, Multi-GPU training, Memory optimization techniques, LLMOps workflows Implementing GenAI requires specialized expertise in large language models. Traditional data scientists often haven't had the opportunity to dive deep into the prac","Hybrid in San Francisco, California",2025-05-16,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,3d ago
GEN AI Engineer,VLink Inc,https://www.dice.com/job-detail/5a0971a5-a3d0-433b-9e5f-9afecfd0ccc5,"Title: Python AI Engineer Location: Dallas, TX - Hybrid Duration: 12 Months Job Description: An AI engineer with Python, pytorch, Tensor flow experienceExperience with AWS services like Lambda, API GatewayExperience with ML, GenAI and different AI modelsExperience with databricks/PySpark (I suggest to keep this as nice to have)","Hybrid in Dallas, Texas",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,23d ago
"MACHINE LEARNING ENGINEER | SUNNYVALE, CA | BENTONVILLE, AR (ONSITE)",Columbus Technology Solutions,https://www.dice.com/job-detail/a8310161-9cdc-44e8-be44-7603e790a966,"JOB TITLE: MACHINE LEARNING ENGINEER JOB DURATION: 12+ MONTHS JOB LOCATION: SUNNYVALE, CA | BENTONVILLE AR (ONSITE) EXPERIENCE: 8+ YEARS VISA: , GC-EAD, -EAD (W2) CAN APPLY. LINKEDIN IS MANDATORY Job Description Deployment, scaling, integration of ML models in product Data Ventures team, Customer voice is the product area Part of data science and analytics group, build models that effect operations, models that provide recommendations and insights Need: MLE resources with extensive experienc","Sunnyvale, California",2025-05-16,Contract,USD 50-55,Easy Apply,Applied,Today
Data Scientist -- Azure and ML!- W2 (H1B/OPT) Accepted,Xcelo Group Inc,https://www.dice.com/job-detail/01499fcd-f856-43fd-9478-76ed4a6d03c5,"Job Title: Data Scientist -- Azure and ML Full-time Location: Dallas, TX (Remote) Duration: Long Term Experience: 5-10 Years We're searching for a skilled Data Scientist with expertise in Azure and Machine Learning (ML) to design, develop, and deploy data-driven solutions. You'll collaborate with data engineers, developers, and product managers to build and optimize predictive models and analytics solutions. Responsibilities: Design, develop, and deploy machine learning models and data pipel","Remote or Dallas, Texas",2025-05-19 00:00:00,"Full-time, Part-time, Contract, Third Party",USD 60-70,Easy Apply,Applied,Today
Two Data Analysts: 6+ Mnths onsite Project Raleigh NC: In Person Interview; interview Expenses Paid.,Beechwood Computing Ltd,https://www.dice.com/job-detail/c1304c4e-d172-4283-b850-b8dc2bae6942,"This is an Onsite Project. In person interview will be required. We will pay for interview expenses. NCOSA 764325: The Data Analyst will play a key role in supporting audit activities by collecting, processing, and analyzing data from various state agencies. The ideal candidate will possess strong analytical skills, attention to detail, and experience with analytics tools and common coding languages.This role involves working closely with auditors, investigators, and state agencies to provide ac","Raleigh, North Carolina",2025-05-22 00:00:00,Contract,$52 - $56,Easy Apply,Applied,Yesterday
Data Engineer,JBC powered by Workgenius,https://www.dice.com/job-detail/e7465183-5387-4811-8d15-20335d5721d2,"Data Engineer with Top Global Beauty / Cosmetics & Skincare Brand Location: EST Remote Duration: up to 4 months Pay: up to $49.50/HR Summary: Our client is seeking a Data Engineer to help develop an agentic AI-driven web app designed to empower brand teams to quickly and easily gain insights from structured market survey data. A proof of concept (POC) has been completed, and they now require a small team to put the solution into production. The solution is a **simple chat-based web app** that e",Remote,2025-05-18 00:00:00,Contract,$40 - $49.5,Easy Apply,Applied,2d ago
AI Engineer,"iTech US, Inc.",https://www.dice.com/job-detail/1fc47cc6-1ed6-4aaf-880a-7da172ba1809,"Role : AI Engineer Location : Dallas, TX , Jersey City , NJ, Tampa, FL (Onsite) Type : Contract AI & Gen AI - Products & Tools, Selenium Experience: 8+ years of experience in Software Functional testing with Automation (Selenium) knowledge Knowledge and Skills Required: Testing Concepts: Responsible for system integration testing of newly developed or enhanced applications Requires in-depth knowledge of the software implementation lifecycle Possesses good Testing Process knowledge and a detail","Dallas, Texas",2025-05-16,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,10d ago
Software Engineer( Gen AI Architect),Octigo Solutions Inc,https://www.dice.com/job-detail/ae122b1f-b973-4063-bebb-7612a6d3d301,"The Gen AI Architect plays a crucial role in shaping and leading the architecture, development, and deployment of next-generation AI applications within the organization. This role is pivotal in driving the company's objectives by leveraging advanced machine learning models, robust data engineering pipelines, and cloud-native infrastructure to deliver scalable, high-quality solutions. The architect will be at the forefront of technology innovation, ensuring alignment with strategic goals. DETAI","Raritan, New Jersey",2025-05-20 00:00:00,Contract,$60 - $65,Easy Apply,Applied,Today
Principal Cyber AI Engineer,World Wide Technology,https://www.dice.com/job-detail/bde70cc3-fed1-4595-bec0-22c919256c81,"Company Overview: World Wide Technology Holding Co, LLC (WWT) is a privately held global technology integrator and supply chain solutions provider. Through our culture of innovation, we inspire, build and deliver business results, from idea to outcome. Based in St. Louis, WWT works closely with industry leaders such as Cisco, VMware, NetApp, Dell EMC, HPE and several others, but also include emerging tech players. WWT employs more than 10,000 people and operates in more than 2 million square fee","Dallas, Texas",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,29d ago
Data Scientist,TechWish,https://www.dice.com/job-detail/e52cb8bb-889b-4718-adfb-05d5b7566ab6,"Responsibilities Collaborate with senior data scientists and leaders to design and implement predictive models and custom solutions that enhance our digital offerings. Partner with business units to gather requirements, understand customer needs, and develop data science solutions that address specific business challenges. Write efficient code in Python and SQL to manipulate and analyze data. Design, develop, and evaluate basic/routine predictive models and algorithms with some complexity Utiliz","Hybrid in Merrifield, Virginia",2025-05-16 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,24d ago
